LapNumber,Driver,Team,LapTime,Stint,Compound,SpeedI1,SpeedI2,SpeedFL,TrackStatus,avg_throttle,avg_rpm,avg_speed,avg_gear,avg_drs,avg_ers_mode,air_temp,track_temp,humidity,pressure,rainfall,wind_speed,wind_direction,year,gp,circuit_type
49.0,NOR,McLaren,0 days 00:01:22.109000,3.0,MEDIUM,,243.0,250.0,1.0,56.901214444783456,9976.79239805624,186.9897939895528,4.797235023041475,0.0,,29.4,45.1,46.0,981.6,False,2.2,178.0,2024,hungary,additional
17.0,VAN,McLaren,0 days 00:01:26.812000,1.0,SUPERSOFT,307.0,316.0,307.0,1.0,76.94143557161216,10798.613137828,245.45801908300888,6.171428571428572,1.8412698412698412,,22.4,30.3,64.1,995.2,False,2.7,175.0,2018,monza,additional
36.0,SAI,Ferrari,0 days 00:01:17.298000,2.0,HARD,,277.0,280.0,1.0,59.265314612151705,10102.456790114362,195.74962484820716,4.904040404040404,5.572390572390573,,21.6,42.0,27.0,1012.2,False,4.8,2.0,2022,montreal,high_fuel
68.0,KVY,AlphaTauri,0 days 00:01:21.600000,3.0,HARD,279.0,243.0,252.0,1.0,63.15143116178924,10001.568289609282,196.7341618378528,4.921052631578948,0.0,,20.8,29.3,77.0,986.3,False,2.2,81.0,2020,singapore,high_fuel
40.0,GAS,AlphaTauri,0 days 00:01:53.993000,3.0,SOFT,317.0,181.0,208.0,1.0,68.37930279745797,10169.899127166937,220.85588194718187,5.790563866513233,0.0,,22.3,36.6,40.0,970.7,False,1.2,285.0,2022,spa,additional
35.0,BOT,Alfa Romeo,0 days 00:01:37.817000,3.0,HARD,,244.0,277.0,1.0,63.20124267373474,9969.501167123171,196.85595680537153,5.141689373297003,0.0,,26.7,29.6,21.0,1017.0,False,0.4,192.0,2023,bahrain,high_fuel
46.0,SAI,Renault,0 days 00:01:44.497000,2.0,SUPERSOFT,,278.0,221.0,1.0,62.52481930381235,9932.592843637784,193.78782631554384,4.858793324775353,0.0,,30.3,32.4,49.9,1013.4,False,3.2,274.0,2018,abu-dhabi,additional
15.0,LEC,Ferrari,0 days 00:01:38.515000,1.0,MEDIUM,309.0,271.0,249.0,1.0,57.95274665846595,9679.534536904286,177.88399212711002,4.7305151915455745,0.0,,31.2,36.4,75.0,1008.0,False,1.1,192.0,2024,singapore,high_fuel
36.0,MAG,Haas F1 Team,0 days 00:01:39.786000,2.0,HARD,214.0,182.0,201.0,1.0,62.312232277566366,9916.548112514656,198.27246610574676,5.260025873221216,0.0,,28.8,47.0,33.0,1005.7,False,0.8,107.0,2024,austin,additional
17.0,VER,Red Bull Racing,0 days 00:01:28.130000,2.0,MEDIUM,242.0,269.0,270.0,1.0,56.21453007922978,9834.229933628563,184.57316302364043,4.723032069970846,1.7376093294460642,,36.6,49.7,6.0,996.0,False,3.2,193.0,2022,barcelona,high_fuel
47.0,RIC,McLaren,0 days 00:01:19.712000,3.0,HARD,189.0,184.0,258.0,1.0,50.13437171717114,9316.42848130382,153.56591799743478,3.976190476190476,0.0,,22.3,28.7,70.0,1003.2,False,0.6,170.0,2022,monaco,additional
56.0,GAS,Toro Rosso,0 days 00:01:09.728000,2.0,SOFT,292.0,233.0,274.0,21.0,68.97572643510037,10458.39483269802,223.39127260023196,5.88,0.0,,24.2,45.4,34.7,936.1,False,3.0,59.0,2018,austria,additional
39.0,STR,Aston Martin,0 days 00:01:38.261000,2.0,MEDIUM,295.0,265.0,248.0,1.0,57.25765717213038,9803.190544728666,178.53438799995928,4.643817204301075,0.0,,30.8,35.5,74.0,1008.5,False,1.3,192.0,2024,singapore,high_fuel
32.0,RIC,Renault,0 days 00:01:34.112000,2.0,SOFT,265.0,304.0,261.0,1.0,67.51283282221573,10378.31936007234,218.71613482838228,5.671787709497207,0.0,,21.9,29.6,56.4,1009.4,False,5.0,290.0,2019,suzuka,high_fuel
15.0,VAN,McLaren,0 days 00:01:18.319000,1.0,SUPERSOFT,,282.0,293.0,1.0,66.28688688213485,10096.782606690362,204.4842154770463,5.211805555555555,0.0,,20.6,38.8,27.4,1017.8,False,4.6,344.0,2018,montreal,high_fuel
32.0,SAI,Ferrari,0 days 00:01:10.246000,3.0,MEDIUM,294.0,227.0,272.0,1.0,70.69342789989125,10606.513407700437,219.8566808378512,5.509191176470588,0.0,,22.7,32.2,53.0,934.0,False,1.1,94.0,2023,austria,additional
15.0,RUS,Mercedes,0 days 00:01:24.560000,2.0,HARD,315.0,316.0,310.0,1.0,75.47154001058578,10789.763711463433,245.27272135855307,6.205837173579109,2.5806451612903225,,32.9,47.9,31.0,993.0,False,1.9,197.0,2024,monza,additional
36.0,NOR,McLaren,0 days 00:01:35.690000,3.0,HARD,234.0,254.0,281.0,1.0,62.44361215362246,9723.209487049757,196.4531232400713,5.262228260869565,0.0,,18.0,22.6,50.0,1017.4,False,0.7,41.0,2024,bahrain,high_fuel
49.0,TSU,AlphaTauri,0 days 00:01:18.320000,1.0,MEDIUM,205.0,193.0,257.0,1.0,47.97644373147475,9410.596777933612,151.762182428641,3.7013422818791946,0.0,,25.0,35.8,42.0,1013.2,False,1.0,163.0,2023,monaco,additional
23.0,RUS,Mercedes,0 days 00:01:24.127000,1.0,INTERMEDIATE,299.0,222.0,307.0,1.0,54.415708210007146,9658.066401102476,181.3038571020957,4.56120826709062,1.0,,22.0,24.9,82.0,926.3,True,0.4,144.0,2024,brazil,additional
63.0,LEC,Ferrari,0 days 00:01:16.135000,2.0,HARD,260.0,280.0,284.0,1.0,69.54832114946818,10020.39273576705,205.5392570698604,5.451505016722408,0.0,,19.1,29.1,63.0,1011.7,False,2.4,331.0,2023,montreal,high_fuel
54.0,SAI,Ferrari,0 days 00:01:20.650000,2.0,HARD,293.0,285.0,249.0,1.0,58.69193666489194,9610.37872772971,189.10131054607675,4.850961538461538,0.0,,20.0,32.3,52.0,784.7,False,1.3,289.0,2024,mexico,additional
23.0,SAI,Ferrari,0 days 00:01:20.479000,2.0,MEDIUM,268.0,276.0,278.0,1.0,67.29211191253845,10188.901796271955,205.41347211535592,5.358851674641149,0.0,,22.0,30.7,64.0,1001.5,False,1.7,76.0,2023,barcelona,high_fuel
8.0,BOT,Mercedes,0 days 00:01:37.639000,1.0,SOFT,235.0,246.0,280.0,1.0,60.3653609125892,9995.53231589922,195.05121428505151,5.125506072874494,0.0,,26.2,29.2,54.3,1003.5,False,2.3,15.0,2019,bahrain,high_fuel
28.0,ALO,Aston Martin,0 days 00:01:10.369000,3.0,MEDIUM,,227.0,271.0,1.0,68.78026907966687,10223.99599643312,217.20951539112764,5.861111111111111,0.0,,22.6,32.2,51.0,934.0,False,0.8,47.0,2023,austria,additional
19.0,PIA,McLaren,0 days 00:01:38.749000,1.0,MEDIUM,297.0,262.0,246.0,1.0,59.29501688970413,9964.98868874675,176.284136863509,4.296587926509186,0.0,,31.0,35.8,75.0,1008.1,False,1.3,179.0,2024,singapore,high_fuel
24.0,STR,Aston Martin,0 days 00:01:25.454000,2.0,MEDIUM,276.0,229.0,247.0,1.0,55.03437808529189,9952.294354694564,184.42440607913872,4.821656050955414,0.0,,18.4,27.8,70.0,985.5,False,3.2,277.0,2022,hungary,additional
5.0,GAS,Alpine,0 days 00:01:38.664000,1.0,SOFT,227.0,247.0,285.0,1.0,63.2795960134929,10027.61575493459,196.66915542584172,4.941567065073041,3.3413014608233733,,18.3,23.6,49.0,1017.0,False,0.7,37.0,2024,bahrain,high_fuel
5.0,OCO,Alpine,0 days 00:01:41.329000,1.0,MEDIUM,,265.0,245.0,1.0,54.07049152521133,9775.7084735757,172.33972070459856,4.244501940491591,2.7089262613195344,,29.9,37.2,71.0,1008.7,False,1.7,196.0,2023,singapore,high_fuel
39.0,SAR,Williams,0 days 00:01:36.250000,4.0,MEDIUM,,302.0,257.0,1.0,66.46932960167051,10102.00312743643,214.00969795156612,5.647138964577657,2.11716621253406,,20.6,34.0,50.0,1012.7,False,1.8,206.0,2024,suzuka,high_fuel
16.0,SAI,McLaren,0 days 00:01:25.862000,1.0,SOFT,305.0,310.0,307.0,1.0,79.44167697740644,10728.418393775506,244.9616668067264,6.292913385826772,0.0,,21.3,31.6,50.5,989.2,False,2.1,207.0,2019,monza,additional
47.0,BOT,Mercedes,0 days 00:01:27.849000,2.0,HARD,291.0,287.0,216.0,1.0,65.3336843659786,10426.883521916843,210.8598410559015,5.27330779054917,2.5670498084291187,,23.8,26.3,64.6,1017.9,False,0.3,280.0,2021,abu-dhabi,additional
31.0,GRO,Haas F1 Team,0 days 00:01:25.103000,2.0,SOFT,311.0,319.0,305.0,1.0,74.39977199730025,10790.599420347167,243.43504436121083,6.124423963133641,0.0,,22.1,29.5,66.3,995.2,True,2.6,186.0,2018,monza,additional
5.0,ZHO,Alfa Romeo,0 days 00:01:25.331000,1.0,MEDIUM,266.0,233.0,247.0,1.0,55.03718503061358,9918.67279254799,183.78088714669235,4.6203125,2.540625,,18.4,26.5,70.0,985.5,True,4.0,284.0,2022,hungary,additional
51.0,GIO,Alfa Romeo Racing,0 days 00:01:23.381000,3.0,SOFT,272.0,265.0,279.0,1.0,69.31254603967722,10167.67852729879,206.9964526989866,5.446478873239436,0.0,,22.4,32.9,58.8,992.8,False,0.9,24.0,2021,suzuka,high_fuel
11.0,VET,Ferrari,0 days 00:01:37.809000,1.0,SOFT,,251.0,280.0,1.0,62.856519218643,9811.560877530495,195.69609688622575,5.23342175066313,3.1883289124668437,,26.1,28.9,54.7,1003.5,False,3.1,53.0,2019,bahrain,high_fuel
39.0,GAS,Alpine,0 days 00:01:17.180000,3.0,HARD,,268.0,281.0,1.0,65.37585405999396,9917.828541720912,201.98870640177552,5.475247524752476,0.0,,19.3,31.6,62.0,1011.5,False,2.4,314.0,2023,montreal,high_fuel
5.0,MAG,Haas F1 Team,0 days 00:01:10.920000,1.0,MEDIUM,323.0,223.0,277.0,1.0,68.84905621957544,10226.1635394661,213.6683809929282,5.607476635514018,0.0,,29.3,48.1,35.0,932.9,False,0.7,120.0,2024,austria,additional
31.0,ALB,Toro Rosso,0 days 00:01:31.687000,2.0,MEDIUM,288.0,257.0,248.0,1.0,72.70270557919838,10612.533585094916,226.53608236790495,5.588652482269503,0.0,,19.5,30.7,59.3,1006.1,False,2.0,32.0,2019,silverstone,additional
10.0,GAS,Alpine,0 days 00:01:40.571000,1.0,MEDIUM,211.0,178.0,200.0,12.0,60.65808744038268,9927.905836509584,194.5866124328399,4.959785522788204,0.0,,28.1,46.7,37.0,1006.4,False,2.0,339.0,2024,austin,additional
63.0,DEV,AlphaTauri,0 days 00:01:19.184000,3.0,MEDIUM,274.0,285.0,281.0,1.0,68.91174055292875,10231.776098523527,210.73190683311833,5.673949579831933,0.0,,21.5,27.2,68.0,1001.4,False,1.7,65.0,2023,barcelona,high_fuel
48.0,TSU,AlphaTauri,0 days 00:01:19.492000,3.0,MEDIUM,,285.0,281.0,1.0,65.39675733230038,10153.57294314774,210.33635143917724,5.694719471947194,0.0,,22.1,29.3,65.0,1001.5,False,1.2,56.0,2023,barcelona,high_fuel
50.0,ALO,McLaren,0 days 00:01:21.723000,2.0,MEDIUM,274.0,275.0,277.0,1.0,65.76786902653508,10344.169797353545,203.57727227371532,5.326229508196722,1.380327868852459,,15.8,31.2,50.7,1001.5,True,1.9,72.0,2018,barcelona,high_fuel
22.0,SIR,Williams,0 days 00:01:10.542000,1.0,SUPERSOFT,295.0,227.0,274.0,1.0,74.22386607771448,10557.042358091245,221.4360929226099,5.863636363636363,0.0,,23.1,46.4,38.3,936.1,False,3.1,65.0,2018,austria,additional
21.0,ZHO,Alfa Romeo,0 days 00:01:17.008000,2.0,MEDIUM,321.0,239.0,319.0,1.0,60.79792078440815,10223.856445473872,198.5229725264697,4.887348353552859,0.0,,23.3,46.4,75.0,922.2,False,1.6,186.0,2022,brazil,additional
12.0,STR,Aston Martin,0 days 00:01:24.813000,1.0,SOFT,277.0,235.0,242.0,1.0,56.835475615115314,10021.64237709088,184.42253722830023,4.852664576802508,0.0,,29.0,43.9,47.0,981.5,False,0.6,192.0,2024,hungary,additional
13.0,STR,Aston Martin,0 days 00:01:48.600000,3.0,INTERMEDIATE,265.0,288.0,244.0,1.0,57.89389040829958,9621.192109040938,193.4847979329591,5.28226779252111,1.0,,15.8,18.3,91.0,1015.2,True,3.5,353.0,2022,suzuka,high_fuel
17.0,BOT,Mercedes,0 days 00:01:29.692000,1.0,MEDIUM,283.0,300.0,212.0,1.0,66.7683724756935,10388.622274252386,206.28569625760863,4.911581569115816,2.580323785803238,,24.4,27.6,59.3,1017.8,False,0.5,292.0,2021,abu-dhabi,additional
33.0,GIO,Alfa Romeo Racing,0 days 00:01:26.813000,2.0,MEDIUM,314.0,314.0,307.0,1.0,75.81319704542264,10682.071083612414,243.8868118619666,6.315132605304212,0.0,,21.9,33.9,48.6,989.1,False,1.9,236.0,2019,monza,additional
11.0,GAS,Toro Rosso,0 days 00:01:37.057000,1.0,SUPERSOFT,266.0,303.0,254.0,1.0,64.36397646645494,10115.167143516546,214.4848619628455,5.4502762430939224,1.1740331491712708,,28.4,37.2,49.9,1008.2,False,1.6,332.0,2018,suzuka,high_fuel
9.0,GAS,Toro Rosso,0 days 00:01:26.593000,1.0,MEDIUM,305.0,315.0,303.0,1.0,75.50439569285146,10759.365896154828,239.96833346828015,6.088372093023255,1.77984496124031,,21.0,32.3,52.2,989.2,False,1.5,205.0,2019,monza,additional
9.0,HAM,Mercedes,0 days 00:01:38.027000,1.0,SOFT,285.0,259.0,246.0,1.0,58.523668384115446,9857.868793995362,174.01996293505448,4.291503267973856,0.0,,31.1,37.0,75.0,1007.8,False,0.8,251.0,2024,singapore,high_fuel
48.0,STR,Aston Martin,0 days 00:01:19.129000,3.0,HARD,,269.0,279.0,1.0,70.00094162855899,10202.95330584184,209.50209681844535,5.638752052545156,0.0,,22.0,29.1,65.0,1001.5,False,2.9,113.0,2023,barcelona,high_fuel
49.0,SIR,Williams,0 days 00:01:35.016000,3.0,SUPERSOFT,276.0,311.0,264.0,1.0,62.63254533187985,9777.494216467894,214.8604856190963,5.657967032967033,1.1071428571428572,,28.0,35.0,51.8,1008.3,False,1.6,332.0,2018,suzuka,high_fuel
39.0,RUS,Mercedes,0 days 00:01:47.796000,2.0,HARD,318.0,206.0,222.0,1.0,67.92541446124751,10624.947711940596,232.42611656360873,5.7726723095526,2.333736396614269,,21.9,43.1,47.0,978.2,False,1.4,335.0,2024,spa,additional
23.0,OCO,Force India,0 days 00:01:16.898000,2.0,SUPERSOFT,253.0,281.0,284.0,1.0,65.48733272660218,10293.860465976655,202.70708383138037,5.161971830985915,0.0,,20.4,38.2,27.7,1017.7,False,2.8,3.0,2018,montreal,high_fuel
5.0,PIA,McLaren,0 days 00:01:38.676000,1.0,MEDIUM,275.0,300.0,255.0,1.0,64.24085068418115,10155.22104046106,210.101225025714,5.47638326585695,1.0,,27.1,43.0,43.0,1013.0,False,2.2,114.0,2023,suzuka,high_fuel
60.0,SAI,McLaren,0 days 00:01:21.438000,3.0,SOFT,,275.0,278.0,1.0,93.12259686484826,11328.305429400792,171.1333689769383,5.416938110749186,1.231270358306189,,20.0,39.1,50.6,1006.4,False,2.0,9.0,2019,barcelona,high_fuel
35.0,GAS,AlphaTauri,0 days 00:01:24.827000,2.0,MEDIUM,,230.0,244.0,21.0,60.463509065502315,9807.258606369183,183.78359669109344,4.929245283018868,0.0,,18.3,27.3,70.0,985.5,False,4.4,282.0,2022,hungary,additional
31.0,RIC,RB,0 days 00:01:48.237000,3.0,SOFT,311.0,207.0,220.0,1.0,73.06519893776974,10133.443216363634,230.1706557170587,6.11438679245283,0.0,,21.7,44.1,49.0,978.0,False,3.2,18.0,2024,spa,additional
5.0,RAI,Alfa Romeo Racing,0 days 00:01:31.984000,1.0,MEDIUM,283.0,297.0,209.0,1.0,62.628774507534125,10261.13426963883,204.50353035534545,5.11375,2.48,,24.5,28.4,58.3,1017.7,False,0.5,331.0,2021,abu-dhabi,additional
14.0,HAM,Mercedes,0 days 00:01:44.767000,2.0,SUPERSOFT,265.0,283.0,214.0,1.0,58.47844629286659,9886.804449883692,188.05673200127927,4.694058154235146,2.1466498103666245,,33.1,34.5,36.3,1012.9,False,2.4,249.0,2018,abu-dhabi,additional
59.0,HAM,Mercedes,0 days 00:01:39.006000,2.0,HARD,,263.0,249.0,1.0,60.93295562677074,9751.829948762326,183.60910191770748,4.662030598052851,0.0,,30.5,34.4,75.0,1009.0,False,1.1,155.0,2024,singapore,high_fuel
9.0,STR,Aston Martin,0 days 00:01:18.766000,1.0,MEDIUM,248.0,278.0,289.0,1.0,65.65815365607233,9860.117410721825,197.68538674051095,5.204778156996587,0.0,,18.6,31.1,63.0,1011.4,False,1.8,327.0,2023,montreal,high_fuel
34.0,VET,Ferrari,0 days 00:01:08.644000,2.0,SOFT,301.0,235.0,280.0,1.0,70.75108166811444,10500.880428628465,224.43758024823745,5.9311663479923515,0.0,,23.4,45.7,37.3,936.0,False,3.5,65.0,2018,austria,additional
36.0,MSC,Haas F1 Team,0 days 00:01:36.722000,3.0,HARD,236.0,249.0,275.0,1.0,66.9561921636006,10313.708149564716,202.13860657940535,5.052505966587113,1.7899761336515514,,20.5,26.7,54.7,1015.1,False,0.8,10.0,2021,bahrain,high_fuel
8.0,ALB,Toro Rosso,0 days 00:01:38.946000,1.0,SOFT,235.0,250.0,288.0,1.0,66.47554593651513,10051.987419670044,199.74256136180173,5.248618784530387,0.0,,26.2,29.1,54.2,1003.6,False,2.9,40.0,2019,bahrain,high_fuel
13.0,ALB,Williams,0 days 00:01:33.751000,1.0,MEDIUM,296.0,254.0,247.0,1.0,69.849253321353,10380.504558639544,220.7996801469436,5.645833333333333,0.0,,21.4,28.9,56.0,1001.2,False,4.3,189.0,2023,silverstone,additional
8.0,VER,Red Bull Racing,0 days 00:01:17.397000,1.0,MEDIUM,195.0,187.0,256.0,1.0,47.18216901539578,9423.876145967928,155.38669507370847,3.8491525423728814,0.0,,25.4,40.9,44.0,1013.5,False,0.8,359.0,2023,monaco,additional
21.0,PER,Racing Point,0 days 00:01:46.188000,1.0,ULTRASOFT,281.0,299.0,211.0,1.0,60.09285128918816,9707.878606117714,189.700856741879,5.053299492385787,0.0,,33.2,34.5,37.3,1013.0,False,4.9,281.0,2018,abu-dhabi,additional
48.0,BOT,Mercedes,0 days 00:01:44.538000,3.0,ULTRASOFT,277.0,294.0,221.0,12.0,60.6991463665005,9875.178359591975,190.57710998016492,4.739240506329114,1.3164556962025316,,30.4,32.3,49.7,1013.8,False,3.1,245.0,2018,abu-dhabi,additional
53.0,HAM,Mercedes,0 days 00:01:40.437000,2.0,HARD,212.0,186.0,209.0,1.0,62.94695192571465,9908.404691119094,198.92542009646664,5.201612903225806,0.7903225806451613,,21.8,28.6,36.5,1000.6,False,1.9,233.0,2019,austin,additional
57.0,NOR,McLaren,0 days 00:01:20.271000,2.0,HARD,299.0,282.0,251.0,1.0,60.242855972973146,9686.3010272264,191.79884402950253,5.107317073170732,0.0,,20.0,31.6,52.0,784.6,False,2.8,0.0,2024,mexico,additional
16.0,ERI,Sauber,0 days 00:01:25.068000,2.0,MEDIUM,275.0,234.0,249.0,1.0,53.59251035727128,10133.931062800575,184.186371412123,4.775193798449612,2.496124031007752,,33.2,46.9,36.6,983.6,False,0.5,178.0,2018,hungary,additional
30.0,GAS,Alpine,0 days 00:01:24.005000,2.0,HARD,285.0,278.0,244.0,1.0,53.229369422723195,9209.920588168374,177.9354298104753,4.795698924731183,0.0,,25.7,46.8,22.0,779.2,False,1.2,204.0,2023,mexico,additional
15.0,MAG,Haas F1 Team,0 days 00:01:38.373000,2.0,HARD,271.0,296.0,254.0,1.0,60.00260056049436,10180.559027242472,210.27330382544028,5.343178621659634,1.0239099859353025,,27.3,43.0,40.0,1012.7,False,0.8,85.0,2023,suzuka,high_fuel
56.0,GIO,Alfa Romeo Racing,0 days 00:01:23.236000,6.0,HARD,,238.0,256.0,1.0,55.261423737828,9861.817987699767,187.09441319039004,5.054469273743017,0.0,,26.2,38.2,72.5,976.9,False,0.8,105.0,2021,montreal,high_fuel
35.0,VER,Red Bull Racing,0 days 00:01:23.589000,2.0,HARD,311.0,316.0,315.0,1.0,73.77418024738816,10732.372127035716,250.47934636920664,6.261146496815287,0.0,,32.7,45.5,31.0,993.0,False,1.5,186.0,2024,monza,additional
48.0,VET,Ferrari,0 days 00:01:30.757000,2.0,HARD,293.0,258.0,252.0,21.0,73.093063876695,10826.467666890723,232.61107016757828,5.885496183206107,0.0,,21.9,37.9,44.3,998.2,False,3.3,233.0,2020,silverstone,additional
37.0,ALB,Williams,0 days 00:01:17.388000,3.0,MEDIUM,310.0,240.0,310.0,1.0,61.63015602496273,9883.682091630722,199.07440997828127,5.113043478260869,0.0,,22.6,41.8,79.0,922.2,False,0.8,159.0,2022,brazil,additional
34.0,RUS,Mercedes,0 days 00:01:20.204000,2.0,MEDIUM,,267.0,284.0,1.0,65.29396227618186,10140.652248639177,208.61330621059983,5.50655737704918,0.0,,24.4,40.6,62.0,1001.4,False,0.7,198.0,2024,barcelona,high_fuel
58.0,SAI,McLaren,0 days 00:01:22.815000,3.0,SOFT,267.0,272.0,290.0,1.0,64.91475617407606,10301.153423138883,199.59513955259192,4.936102236421725,0.0,,20.1,39.2,49.6,1006.5,False,2.6,270.0,2019,barcelona,high_fuel
62.0,GAS,AlphaTauri,0 days 00:01:22.479000,4.0,HARD,269.0,238.0,249.0,1.0,59.06997932770598,10042.0311241513,190.2340145425604,4.860335195530726,0.0,,26.2,37.4,72.6,977.0,False,0.5,96.0,2021,singapore,high_fuel
31.0,COL,Williams,0 days 00:01:25.586000,2.0,HARD,,328.0,315.0,1.0,70.3991851806737,10334.749129078717,241.56865970452503,6.345718901453958,2.5654281098546043,,32.4,45.9,32.0,992.9,False,1.3,196.0,2024,monza,additional
50.0,GAS,Red Bull Racing,0 days 00:01:29.692000,2.0,HARD,,265.0,251.0,1.0,75.92043759859891,10563.70114395596,234.10423568968972,6.067349926793558,0.0,,18.7,27.5,62.7,1006.4,False,2.5,35.0,2019,silverstone,additional
13.0,OCO,Alpine,0 days 00:01:25.395000,1.0,HARD,281.0,283.0,241.0,1.0,51.13029979101064,9210.675813877113,177.620397064365,4.827586206896552,4.086956521739131,,25.4,47.4,25.0,779.7,False,1.7,12.0,2023,mexico,additional
22.0,OCO,Alpine,0 days 00:01:49.428000,2.0,HARD,321.0,200.0,219.0,1.0,72.75265453292732,10442.9021910135,227.92206399118825,5.75808383233533,0.0,,21.7,43.4,48.0,978.0,False,1.7,270.0,2024,spa,additional
30.0,VER,Red Bull Racing,0 days 00:01:16.171000,3.0,SOFT,310.0,243.0,310.0,1.0,60.13778900260387,9694.426412291456,193.3909781448973,5.172638436482084,1.0521172638436482,,22.8,43.3,77.0,922.0,False,2.0,154.0,2022,brazil,additional
31.0,ALO,McLaren,0 days 00:01:46.805000,1.0,ULTRASOFT,289.0,265.0,248.0,1.0,53.28637746318221,9056.51126068724,166.11839015502235,4.367396593673966,0.0,,29.8,32.8,66.4,1007.9,False,1.9,174.0,2018,singapore,high_fuel
23.0,BOT,Alfa Romeo,0 days 00:01:39.339000,2.0,MEDIUM,232.0,252.0,287.0,1.0,62.48271944341506,10325.652571623745,196.96076377942416,4.827109266943292,0.0,,22.8,27.5,37.0,1010.4,False,0.4,0.0,2022,bahrain,high_fuel
34.0,RAI,Ferrari,0 days 00:01:24.537000,2.0,SOFT,328.0,332.0,318.0,1.0,74.6021827843571,10739.463604808194,244.5375666456358,6.12982998454405,2.8778979907264297,,21.9,29.6,66.9,995.0,True,3.4,187.0,2018,monza,additional
52.0,OCO,Alpine,0 days 00:01:21.784000,4.0,HARD,273.0,240.0,249.0,1.0,58.57258467180455,10494.910533174954,191.38842308143356,4.667613636363637,0.0,,26.1,37.6,72.6,977.2,False,0.7,101.0,2021,singapore,high_fuel
13.0,GIO,Alfa Romeo Racing,0 days 00:01:43.484000,2.0,MEDIUM,196.0,183.0,201.0,1.0,53.801238818765576,9657.819149256738,189.42962067091307,5.120441988950276,2.495027624309392,,28.5,38.1,59.6,992.3,False,0.7,113.0,2021,austin,additional
36.0,LEC,Ferrari,0 days 00:01:10.548000,3.0,MEDIUM,299.0,229.0,272.0,1.0,72.20843399588169,10419.310583524735,217.15255251423935,5.415896487985212,0.0,,22.5,31.7,53.0,934.0,False,1.7,167.0,2023,austria,additional
19.0,SAI,Ferrari,0 days 00:01:16.829000,1.0,MEDIUM,,280.0,291.0,1.0,67.10920997996537,10174.32949446141,203.60070680820067,5.327615780445969,5.7495711835334475,,19.3,32.3,61.0,1011.4,False,1.3,322.0,2023,montreal,high_fuel
9.0,ALB,Williams,0 days 00:01:11.446000,1.0,MEDIUM,315.0,227.0,277.0,1.0,66.42888692082198,10153.916799198723,216.33536302131304,5.7988929889298895,4.501845018450185,,29.5,48.7,35.0,932.9,False,1.5,292.0,2024,austria,additional
2.0,TSU,AlphaTauri,0 days 00:01:54.710000,1.0,MEDIUM,303.0,188.0,209.0,12.0,69.13560590518705,10232.500461060816,223.11302777003425,5.701956271576525,0.997698504027618,,18.0,28.6,59.0,966.7,False,2.7,150.0,2023,spa,additional
46.0,SAI,Ferrari,0 days 00:01:37.844000,3.0,HARD,233.0,252.0,284.0,1.0,65.29786202638854,10168.345674376136,196.58081177927997,4.904299583911234,0.0,,26.4,29.1,21.0,1017.2,False,0.0,183.0,2023,bahrain,high_fuel
28.0,RAI,Alfa Romeo Racing,0 days 00:01:32.877000,2.0,HARD,308.0,253.0,247.0,1.0,72.98080183868987,10362.344681661183,228.7856363643851,5.6541822721598,0.0,,20.9,37.8,44.7,998.3,False,2.2,184.0,2020,silverstone,additional
42.0,MAG,Haas F1 Team,0 days 00:01:18.044000,2.0,MEDIUM,257.0,281.0,293.0,1.0,68.94819289306085,10224.456123691183,201.76249830245845,4.832764505119454,5.597269624573379,,19.3,31.7,61.0,1011.4,False,1.8,314.0,2023,montreal,high_fuel
32.0,GAS,Toro Rosso,0 days 00:01:36.782000,2.0,SOFT,273.0,308.0,266.0,1.0,66.50254252135421,10283.547674882331,214.8385806538077,5.62585969738652,0.0,,28.0,35.2,51.5,1008.2,False,1.9,343.0,2018,suzuka,high_fuel
52.0,HAM,Mercedes,0 days 00:01:36.360000,4.0,SOFT,233.0,254.0,279.0,1.0,65.02596605235263,10331.408940233534,200.90370509321676,4.9240331491712706,1.0,,22.4,26.5,37.0,1010.7,False,0.0,0.0,2022,bahrain,high_fuel
23.0,KUB,Williams,0 days 00:01:15.286000,2.0,MEDIUM,305.0,250.0,304.0,1.0,67.23916935238394,10333.532556190572,211.51683008316516,5.358318098720292,0.3948811700182815,,21.2,47.0,59.0,924.9,False,0.9,179.0,2019,brazil,additional
13.0,STR,Aston Martin,0 days 00:01:34.308000,1.0,MEDIUM,302.0,253.0,246.0,1.0,70.35614839268621,10371.234145056156,224.81825883488656,5.745014245014245,0.0,,21.4,28.9,56.0,1001.2,False,4.3,189.0,2023,silverstone,additional
66.0,OCO,Alpine,0 days 00:01:15.169000,3.0,SOFT,297.0,254.0,306.0,1.0,62.84847893548755,10271.91005904275,200.21415288660057,4.919243986254296,0.0,,21.3,38.7,83.0,922.0,False,1.6,160.0,2022,brazil,additional
54.0,BOT,Alfa Romeo,0 days 00:01:27.948000,3.0,MEDIUM,265.0,274.0,271.0,1.0,55.76857432777164,9729.227857550291,188.8569826964834,5.1726190476190474,0.0,,36.6,48.4,8.0,995.4,False,2.2,194.0,2022,barcelona,high_fuel
